scrape time,time,latitude,longitude,name,source,state,address
"2022 Apr 27, 22:59:24",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 Apr 27, 23:33:47",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 Apr 27, 23:56:28",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 Apr 28, 22:34:48",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 Apr 28, 22:36:45",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 Apr 28, 22:53:43",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 01, 16:06:59",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 01, 16:34:54",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 01, 21:37:06",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 01, 22:06:54",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 01, 22:34:50",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 01, 23:33:50",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 02, 22:33:52",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 02, 22:34:48",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 02, 23:33:52",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 02, 23:56:32",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 03, 20:13:29",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 03, 20:56:33",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 05, 01:18:36",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 05, 01:33:54",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 05, 02:13:31",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 05, 20:52:03",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 05, 20:54:47",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 05, 22:06:59",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 05, 22:18:37",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 05, 22:33:54",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 05, 23:13:30",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 05, 23:54:46",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 06, 01:18:36",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 06, 01:33:57",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 07, 12:41:56",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 07, 12:44:49",2021-10-07T13:57:00+0000,51.05128,3.68637,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jenny Montignypad, 9000, Ghent, Belgium"
"2022 May 30, 22:23:59",2022-05-30T20:15:00+0000,51.04355,3.69587,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Griendijk, 9000, Ghent, Belgium"
"2022 May 30, 22:25:35",2022-05-30T20:15:00+0000,51.04355,3.69587,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Griendijk, 9000, Ghent, Belgium"
"2022 May 30, 22:53:26",2022-05-30T20:35:00+0000,51.04355,3.69588,Schaap (nieuwe tracker),gps,STOP,"Griendijk, 9000, Ghent, Belgium"
"2022 May 30, 22:54:31",2022-05-30T20:35:00+0000,51.04355,3.69588,Schaap (nieuwe tracker),gps,STOP,"Griendijk, 9000, Ghent, Belgium"
"2022 May 30, 22:57:04",2022-05-30T20:35:00+0000,51.04355,3.69588,Schaap (nieuwe tracker),gps,STOP,"Griendijk, 9000, Ghent, Belgium"
"2022 May 31, 21:13:10",2022-05-31T07:30:00+0000,51.04896,3.69076,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Zuiderlaan, 9000, Ghent, Belgium"
"2022 May 31, 21:16:05",2022-05-31T07:30:00+0000,51.04896,3.69076,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Zuiderlaan, 9000, Ghent, Belgium"
"2022 May 31, 22:53:26",2022-05-31T07:30:00+0000,51.04896,3.69076,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Zuiderlaan, 9000, Ghent, Belgium"
"2022 May 31, 22:54:30",2022-05-31T07:30:00+0000,51.04896,3.69076,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Zuiderlaan, 9000, Ghent, Belgium"
"2022 May 31, 22:57:10",2022-05-31T07:30:00+0000,51.04896,3.69076,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Zuiderlaan, 9000, Ghent, Belgium"
"2022 Jun 01, 17:42:02",2022-06-01T15:33:00+0000,51.04351,3.69573,Schaap (nieuwe tracker),gps,STOP,"Griendijk, 9000, Ghent, Belgium"
"2022 Jun 01, 17:44:58",2022-06-01T15:33:00+0000,51.04351,3.69573,Schaap (nieuwe tracker),gps,STOP,"Griendijk, 9000, Ghent, Belgium"
"2022 Jun 01, 18:16:06",2022-06-01T15:33:00+0000,51.04351,3.69573,Schaap (nieuwe tracker),gps,STOP,"Griendijk, 9000, Ghent, Belgium"
"2022 Jun 01, 22:06:26",2022-06-01T19:36:00+0000,51.04365,3.69574,Schaap (nieuwe tracker),gps,STOP,"Griendijk, 9000, Ghent, Belgium"
"2022 Jun 01, 22:57:05",2022-06-01T20:34:00+0000,51.04343,3.69587,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Griendijk, 9000, Ghent, Belgium"
"2022 Jun 01, 23:44:57",2022-06-01T21:17:00+0000,51.04349,3.69574,Schaap (nieuwe tracker),gps,STOP,"Griendijk, 9000, Ghent, Belgium"
"2022 Jun 02, 00:16:05",2022-06-01T21:53:00+0000,51.04361,3.69579,Schaap (nieuwe tracker),gps,STOP,"Griendijk, 9000, Ghent, Belgium"
"2022 Jun 03, 00:38:42",2022-06-02T22:25:00+0000,51.04362,3.6958,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Griendijk, 9000, Ghent, Belgium"
"2022 Jun 03, 20:54:30",2022-06-03T18:34:00+0000,51.04449,3.71569,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"9000, Ghent, Belgium"
"2022 Jun 03, 20:57:30",2022-06-03T18:34:00+0000,51.04449,3.71569,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"9000, Ghent, Belgium"
"2022 Jun 08, 21:16:49",2022-06-08T18:16:00+0000,51.04431,3.71587,Schaap (nieuwe tracker),gps,STOP,"Godshuizenlaan, 9000, Ghent, Belgium"
"2022 Jun 08, 21:19:23",2022-06-08T18:16:00+0000,51.04431,3.71587,Schaap (nieuwe tracker),gps,STOP,"Godshuizenlaan, 9000, Ghent, Belgium"
"2022 Jun 08, 21:43:50",2022-06-08T18:16:00+0000,51.04431,3.71587,Schaap (nieuwe tracker),gps,STOP,"Godshuizenlaan, 9000, Ghent, Belgium"
"2022 Jun 08, 23:44:57",2022-06-08T20:58:00+0000,51.04429,3.7158,Schaap (nieuwe tracker),gps,STOP,"Godshuizenlaan, 9000, Ghent, Belgium"
"2022 Jun 08, 23:57:29",2022-06-08T21:39:00+0000,51.04429,3.7158,Schaap (nieuwe tracker),gps,START,"Godshuizenlaan, 9000, Ghent, Belgium"
"2022 Jun 09, 18:54:34",2022-06-09T15:43:00+0000,51.04416,3.71585,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Godshuizenlaan, 9000, Ghent, Belgium"
"2022 Jun 09, 18:57:34",2022-06-09T15:43:00+0000,51.04416,3.71585,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Godshuizenlaan, 9000, Ghent, Belgium"
"2022 Jun 09, 20:45:03",2022-06-09T15:43:00+0000,51.04416,3.71585,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Godshuizenlaan, 9000, Ghent, Belgium"
"2022 Jun 09, 20:57:28",2022-06-09T15:43:00+0000,51.04416,3.71585,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Godshuizenlaan, 9000, Ghent, Belgium"
"2022 Jun 09, 21:19:18",2022-06-09T15:43:00+0000,51.04416,3.71585,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Godshuizenlaan, 9000, Ghent, Belgium"
"2022 Jun 09, 21:38:42",2022-06-09T15:43:00+0000,51.04416,3.71585,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Godshuizenlaan, 9000, Ghent, Belgium"
"2022 Jun 11, 16:40:30",2022-06-11T14:16:00+0000,51.04607,3.71674,Schaap (nieuwe tracker),gps,START,"Jozef Kluyskensstraat, 1-3, 9000, Ghent, Belgium"
"2022 Jun 11, 17:57:29",2022-06-11T14:31:00+0000,51.04584,3.7169,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jozef Kluyskensstraat, 1A-3, 9000, Ghent, Belgium"
"2022 Jun 11, 18:03:56",2022-06-11T14:31:00+0000,51.04584,3.7169,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jozef Kluyskensstraat, 1A-3, 9000, Ghent, Belgium"
"2022 Jun 11, 18:19:57",2022-06-11T14:31:00+0000,51.04584,3.7169,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jozef Kluyskensstraat, 1A-3, 9000, Ghent, Belgium"
"2022 Jun 11, 18:38:50",2022-06-11T16:17:00+0000,51.04591,3.71714,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jozef Kluyskensstraat, 5, 9000, Ghent, Belgium"
"2022 Jun 11, 19:17:26",2022-06-11T15:32:00+0000,51.04571,3.71721,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jozef Kluyskensstraat, 7-13, 9000, Ghent, Belgium"
"2022 Jun 11, 19:40:27",2022-06-11T15:02:00+0000,51.04573,3.71721,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jozef Kluyskensstraat, 7-13, 9000, Ghent, Belgium"
"2022 Jun 11, 21:19:16",2022-06-11T19:12:00+0000,51.04588,3.71724,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jozef Kluyskensstraat, 7-13, 9000, Ghent, Belgium"
"2022 Jun 11, 21:38:39",2022-06-11T19:14:00+0000,51.0459,3.71717,Schaap (nieuwe tracker),gps,STOP,"Jozef Kluyskensstraat, 5, 9000, Ghent, Belgium"
"2022 Jun 11, 21:57:27",2022-06-11T19:14:00+0000,51.0459,3.71717,Schaap (nieuwe tracker),gps,STOP,"Jozef Kluyskensstraat, 5, 9000, Ghent, Belgium"
"2022 Jun 11, 22:40:24",2022-06-11T20:38:00+0000,51.04568,3.71717,Schaap (nieuwe tracker),gps,START,"Jozef Kluyskensstraat, 7-13, 9000, Ghent, Belgium"
"2022 Jun 11, 23:57:27",2022-06-11T21:35:00+0000,51.0461,3.71711,Schaap (nieuwe tracker),gps,STOP,"Jozef Kluyskensstraat, 1A-3, 9000, Ghent, Belgium"
"2022 Jun 12, 00:19:17",2022-06-11T21:35:00+0000,51.0461,3.71711,Schaap (nieuwe tracker),gps,STOP,"Jozef Kluyskensstraat, 1A-3, 9000, Ghent, Belgium"
"2022 Jun 12, 09:47:49",2022-06-12T07:10:00+0000,51.04846,3.71329,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Coupure Rechts, 170, 9000, Ghent, Belgium"
"2022 Jun 12, 09:50:44",2022-06-12T07:10:00+0000,51.04846,3.71329,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Coupure Rechts, 170, 9000, Ghent, Belgium"
"2022 Jun 12, 09:57:29",2022-06-12T07:10:00+0000,51.04846,3.71329,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Coupure Rechts, 170, 9000, Ghent, Belgium"
"2022 Jun 12, 10:40:24",2022-06-12T07:40:00+0000,51.04909,3.7121,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Coupure Links, 297, 9000, Ghent, Belgium"
"2022 Jun 12, 12:50:46",2022-06-12T10:19:00+0000,51.04566,3.71674,Schaap (nieuwe tracker),gps,START,"Jozef Kluyskensstraat, 1A-3, 9000, Ghent, Belgium"
"2022 Jun 12, 12:57:29",2022-06-12T10:19:00+0000,51.04566,3.71674,Schaap (nieuwe tracker),gps,START,"Jozef Kluyskensstraat, 1A-3, 9000, Ghent, Belgium"
"2022 Jun 12, 13:40:25",2022-06-12T11:05:00+0000,51.04581,3.71675,Schaap (nieuwe tracker),gps,STOP,"Jozef Kluyskensstraat, 1A-3, 9000, Ghent, Belgium"
"2022 Jun 12, 20:37:04",2022-06-12T16:01:00+0000,51.04599,3.71729,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jozef Kluyskensstraat, 7-13, 9000, Ghent, Belgium"
"2022 Jun 12, 21:07:14",2022-06-12T18:53:00+0000,51.04599,3.71728,Schaap (nieuwe tracker),gps,STOP,"Jozef Kluyskensstraat, 7-13, 9000, Ghent, Belgium"
"2022 Jun 13, 00:32:29",2022-06-12T22:10:00+0000,51.04571,3.71738,Schaap (nieuwe tracker),gps,STOP,"Jozef Kluyskensstraat, 21, 9000, Ghent, Belgium"
"2022 Jun 13, 20:36:18",2022-06-13T16:30:00+0000,51.04589,3.7168,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jozef Kluyskensstraat, 1A-3, 9000, Ghent, Belgium"
"2022 Jun 13, 23:44:05",2022-06-13T20:57:00+0000,51.04573,3.71691,Schaap (nieuwe tracker),gps,STOP,"Jozef Kluyskensstraat, 1A-3, 9000, Ghent, Belgium"
"2022 Jun 14, 21:43:40",2022-06-14T19:32:00+0000,51.04583,3.71698,Schaap (nieuwe tracker),gps,START,"Jozef Kluyskensstraat, 1A-3, 9000, Ghent, Belgium"
"2022 Jun 14, 21:50:48",2022-06-14T19:43:00+0000,51.04576,3.71724,Schaap (nieuwe tracker),gps,STOP,"Jozef Kluyskensstraat, 7-13, 9000, Ghent, Belgium"
"2022 Jun 15, 08:50:58",2022-06-15T06:12:00+0000,51.04566,3.71721,Schaap (nieuwe tracker),gps,STOP,"Jozef Kluyskensstraat, 15, 9000, Ghent, Belgium"
"2022 Jun 15, 09:43:24",2022-06-15T07:04:00+0000,51.04566,3.71721,Schaap (nieuwe tracker),gps,START,"Jozef Kluyskensstraat, 15, 9000, Ghent, Belgium"
"2022 Jun 15, 11:36:18",2022-06-15T07:04:00+0000,51.04566,3.71721,Schaap (nieuwe tracker),gps,START,"Jozef Kluyskensstraat, 15, 9000, Ghent, Belgium"
"2022 Jun 15, 11:50:54",2022-06-15T07:04:00+0000,51.04566,3.71721,Schaap (nieuwe tracker),gps,START,"Jozef Kluyskensstraat, 15, 9000, Ghent, Belgium"
"2022 Jun 17, 08:57:41",2022-06-17T06:07:00+0000,51.04861,3.71319,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Coupure Rechts, 170, 9000, Ghent, Belgium"
"2022 Jun 17, 09:00:34",2022-06-17T06:07:00+0000,51.04861,3.71319,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Coupure Rechts, 170, 9000, Ghent, Belgium"
"2022 Jun 17, 09:43:35",2022-06-17T06:07:00+0000,51.04861,3.71319,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Coupure Rechts, 170, 9000, Ghent, Belgium"
"2022 Jun 17, 11:36:22",2022-06-17T08:22:00+0000,51.05158,3.71042,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Coupure Rechts, 308, 9000, Ghent, Belgium"
"2022 Jun 17, 11:50:55",2022-06-17T09:22:00+0000,51.05373,3.70974,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Coupure Rechts, 316-442, 9000, Ghent, Belgium"
"2022 Jun 17, 12:00:10",2022-06-17T09:07:00+0000,51.05322,3.70976,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Theresianenbrug, 9000, Ghent, Belgium"
"2022 Jun 17, 15:00:08",2022-06-17T11:36:00+0000,51.04584,3.7174,Schaap (nieuwe tracker),gps,STOP,"Jozef Kluyskensstraat, 21, 9000, Ghent, Belgium"
"2022 Jun 17, 20:15:50",2022-06-17T18:03:00+0000,51.04597,3.71716,Schaap (nieuwe tracker),gps,STOP,"Jozef Kluyskensstraat, 5, 9000, Ghent, Belgium"
"2022 Jun 17, 21:38:18",2022-06-17T19:36:00+0000,51.04575,3.71723,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jozef Kluyskensstraat, 7-13, 9000, Ghent, Belgium"
"2022 Jun 17, 23:50:24",2022-06-17T21:40:00+0000,51.04576,3.71713,Schaap (nieuwe tracker),gps,STOP,"Jozef Kluyskensstraat, 5, 9000, Ghent, Belgium"
"2022 Jun 18, 02:50:24",2022-06-17T21:40:00+0000,51.04576,3.71713,Schaap (nieuwe tracker),gps,STOP,"Jozef Kluyskensstraat, 5, 9000, Ghent, Belgium"
"2022 Jun 18, 10:33:11",2022-06-18T08:02:00+0000,51.04581,3.71675,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jozef Kluyskensstraat, 1A-3, 9000, Ghent, Belgium"
"2022 Jun 18, 10:36:07",2022-06-18T08:02:00+0000,51.04581,3.71675,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Jozef Kluyskensstraat, 1A-3, 9000, Ghent, Belgium"
"2022 Jun 18, 17:50:28",2022-06-18T09:02:00+0000,51.05378,3.70972,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Coupure Rechts, 316-442, 9000, Ghent, Belgium"
"2022 Jun 18, 22:16:39",2022-06-18T19:51:00+0000,51.05514,3.70452,Schaap (nieuwe tracker),gps,STOP,"Pieter Colpaertsteeg, 9000, Ghent, Belgium"
"2022 Jun 19, 11:16:32",2022-06-19T08:39:00+0000,51.05517,3.70475,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Pieter Colpaertsteeg, 9000, Ghent, Belgium"
"2022 Jun 19, 11:19:29",2022-06-19T09:06:00+0000,51.05523,3.70459,Schaap (nieuwe tracker),gps,STOP,"Pieter Colpaertsteeg, 9000, Ghent, Belgium"
"2022 Jun 19, 11:50:22",2022-06-19T09:06:00+0000,51.05523,3.70459,Schaap (nieuwe tracker),gps,STOP,"Pieter Colpaertsteeg, 9000, Ghent, Belgium"
"2022 Jun 19, 14:19:27",2022-06-19T11:47:00+0000,51.05507,3.70435,Schaap (nieuwe tracker),gps,STOP,"Pieter Colpaertsteeg, 9000, Ghent, Belgium"
"2022 Jun 19, 14:19:25",2022-06-19T11:47:00+0000,51.05507,3.70435,Schaap (nieuwe tracker),gps,STOP,"Pieter Colpaertsteeg, 9000, Ghent, Belgium"
"2022 Jun 19, 14:57:35",2022-06-19T12:29:00+0000,51.055,3.70477,Schaap (nieuwe tracker),gps,ON_THE_MOVE,"Pieter Colpaertsteeg, 9000, Ghent, Belgium"
